"SEC Region","Organization CRD#","Additional CRD Number","Total number of additional CRD numbers","SEC#","Firm Type","CIK#","Total number of CIK numbers","Primary Business Name","Legal Name","Main Office Street Address 1","Main Office Street Address 2","Main Office City","Main Office State","Main Office Country","Main Office Postal Code","Main Office Private Residence Flag","Main Office Telephone Number","Main Office Facsimile Number","Total number of offices, other than your Principal Office and place of business","Mail Office Street Address 1","Mail Office Street Address 2","Mail Office City","Mail Office State","Mail Office Country","Mail Office Postal Code","Mail Office Private Residence Flag","SEC Current Status","SEC Status Effective Date","Jurisdiction Notice Filed-Effective Date","Latest ADV Filing Date","Form Version","1I","Website Address","Total Number of Website Addresses","Location of Books and Records Street Address 1","Location of Books and Records Street Address 2","Location of Books and Records City","Location of Books and Records State","Location of Books and Records Country","Location of Books and Records Postal Code","Total Number of Books and Records Locations","1M","1N","1O","1O - If yes, approx. amount of assets","1P","2B(1)","2B(2)","2B(3)","3A","3A-Other","3B","3C-State","3C-Country","6A(1)","6A(2)","6A(3)","6A(4)","6A(5)","6A(6)","6A(7)","6A(8)","6A(9)","6A(10)","6A(11)","6A(12)","6A(13)","6A(14)","6A(14)-Other","6B(1)","6B(2)","6B(3)","7A(1)","7A(2)","7A(3)","7A(4)","7A(5)","7A(6)","7A(7)","7A(8)","7A(9)","7A(10)","7A(11)","7A(12)","7A(13)","7A(14)","7A(15)","7A(16)","Count of IA Affiliates","Count of IA/BD Affiliates","Count of BD Affiliates","Control/Controlled by Related Person","Under Common Control","Share Supervised Persons","Share Location","7B","Count of Private Funds - 7B(1)","Any PFs a Master","Any Hedge Funds","Total number of Hedge funds","Any Liquidity Funds","Total number of Liquidity funds","Any PE Funds","Total number of PE funds","Any Real Estate Funds","Total number of Real Estate funds","Any Securitized Funds","Total number of Securitized funds","Any VC Funds","Total number of VC funds","Any Other Funds","Total number of Other funds","Total Gross Assets of Private Funds","Count of Private Funds - 7B(2)","10A","Count of Control person Public Reporting Company","11","11A(1)","Count of 11A(1) disclosures","11A(2)","Count of 11A(2) disclosures","11B(1)","Count of 11B(1) disclosures","11B(2)","Count of 11B(2) disclosures","11C(1)","Count of 11C(1) disclosures","11C(2)","Count of 11C(2) disclosures","11C(3)","Count of 11C(3) disclosures","11C(4)","Count of 11C(4) disclosures","11C(5)","Count of 11C(5) disclosures","11D(1)","Count of 11D(1) disclosures","11D(2)","Count of 11D(2) disclosures","11D(3)","Count of 11D(3) disclosures","11D(4)","Count of 11D(4) disclosures","11D(5)","Count of 11D(5) disclosures","11E(1)","Count of 11E(1) disclosures","11E(2)","Count of 11E(2) disclosures","11E(3)","Count of 11E(3) disclosures","11E(4)","Count of 11E(4) disclosures","11F","Count of 11F disclosures","11G","Count of 11G disclosures","11H(1)(a)","Count of 11H(1)(a) disclosures","11H(1)(b)","Count of 11H(1)(b) disclosures","11H(1)(c)","Count of 11H(1)(c) disclosures","11H(2)","Count of 11H(2) disclosures","12A","12B(1)","12B(2)","12C(1)","12C(2)"
"LARO","316964","","","802-122858","ERA","","","CHAPTER ONE, MANAGEMENT COMPANY, LLC","CHAPTER ONE, MANAGEMENT COMPANY, LLC","11601 WILSHIRE BOULEVARD","SUITE 1600","LOS ANGELES","CA","United States","90025","N","650-440-6125","","0","","","","","","","","ERA - Active","11/11/2021","","03/28/2025","10/2021","Y","https://chapterone.com/","3","","","","","","","0","N","N","N","","","Y","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   4","N","N","","N","","N","","N","","N","","Y","4","N","","            84,962,205.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","325591","","","802-127587","ERA","","","NAHKODA CAPITAL MANAGEMENT USA, LLC","NAHKODA CAPITAL MANAGEMENT USA, LLC","200 SHERIDAN AVE. SUITE 401","","PALO ALTO","CA","United States","94306","N","(408) 425-2593","","1","","","","","","","Y","ERA - Active","03/03/2023","","04/01/2025","10/2021","Y","https://www.nahkodavc.com","1","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","2","0","0","Y","N","Y","Y","Y","                   5","N","N","","N","","N","","N","","N","","Y","5","N","","            70,400,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","306899","","","802-118215","ERA","","","LAKE BLEU CAPITAL (HONG KONG) LIMITED","LAKE BLEU CAPITAL (HONG KONG) LIMITED","UNIT 1202-03 12/F WHEELOCK HOUSE","20 PEDDER STREET, CENTRAL","HONG KONG","","Hong Kong","852","N","85225030200","","0","","","","","","","","ERA - Active","02/11/2020","","03/20/2025","10/2021","Y","https://www.linkedin.com/company/lake-bleu-capital-hong-kong-limited","2","","","","","","","0","Y","N","N","","254900Z0JIPR45QLMG49","N","Y","N","Other (specify)","LIMITED COMPANY","DECEMBER","","Hong Kong","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   5","N","Y","2","N","","Y","3","N","","N","","N","","N","","         1,086,500,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","282385","","","802-112955","ERA","","","MEDIA DEVELOPMENT INVESTMENT FUND, INC.","MEDIA DEVELOPMENT INVESTMENT FUND, INC.","37 WEST 20TH STREET","SUITE 804","NEW YORK","NY","United States","10011","N","212-807-1304","212-807-0540","2","","","","","","","","ERA - Active","03/26/2018","","10/10/2025","10/2021","Y","HTTP://WWW.MDIF.ORG","3","","","","","","","0","Y","N","N","","254900WTJCDJMYT2RB80","N","Y","N","Other (specify)","NOT-FOR-PROFIT CORPORATION","DECEMBER","NY","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                   4","N","N","","N","","Y","4","N","","N","","N","","N","","            89,250,192.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","297631","","","802-113792","ERA","","","THIRTY SEVEN CAPITAL MANAGEMENT LP","THIRTY SEVEN CAPITAL MANAGEMENT LP","375 GREENWICH STREET","SUITE 814","NEW YORK","NY","United States","10013","N","212-439-9389","","0","","","","","","","","ERA - Active","07/06/2018","","03/26/2025","10/2021","Y","http://www.thirtysevencapital.com","1","1 TRANS AM PLAZA DRIVE","SUITE 400","OAKBROOK TERRACE","IL","United States","60181","1","N","N","N","","","N","Y","N","Limited Partnership","","DECEMBER","DE","United States","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   2","N","Y","2","N","","N","","N","","N","","N","","N","","            87,523,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","339931","","","802-135284","ERA","","","DAFT CAPITAL MANAGEMENT, LLC","DAFT CAPITAL MANAGEMENT, LLC","","","","","","","Y","(415) 519-2973","","0","","","","","","","","ERA - Active","01/06/2026","","01/06/2026","10/2021","Y","https://daftcapital.com/","1","PO BOX 3217","","SEATTLE","WA","United States","98114","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","0","Y","N","Y","Y","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","            26,297,435.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","333848","","","802-132475","ERA","","","APIS PARTNERS GROUP (UK) LIMITED","APIS PARTNERS GROUP (UK) LIMITED","SEVENTH FLOOR,","8 LANCELOT PLACE","LONDON","","United Kingdom","SW7 1DR","N","+44 (0) 203 653 0500","","0","","","","","","","","ERA - Active","03/20/2025","","06/05/2025","10/2021","Y","http://www.linkedin.com/company/apis-partners/","2","4TH FLOOR 3 MORE RIVERSIDE","","LONDON","","United Kingdom","SE1 2AQ","3","Y","N","N","","","N","Y","N","Corporation","","MARCH","","United Kingdom","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","11","0","0","Y","Y","Y","Y","Y","                   5","Y","N","","N","","Y","5","N","","N","","N","","N","","         1,258,632,934.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","160384","","","802-75575","ERA","","","UNISON CAPITAL MANAGEMENT PTE LTD","UNISON CAPITAL MANAGEMENT PTE LTD","350 ORCHARD ROAD","#18-06 SHAW HOUSE","SINGAPORE","","Singapore","238868","N","65-6235-1730","65-6235-1830","0","","","","","","","","ERA - Active","03/29/2012","","01/08/2026","10/2021","N","","0","","","","","","","0","Y","N","N","","","N","Y","N","Corporation","","DECEMBER","","Singapore","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","0","Y","N","N","N","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","            69,096,337.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","320739","","","802-126614","ERA","","","ASSET MANAGEMENT","BRAVOS GESTORA DE RECURSOS LTDA.","AVENIDA BRIGADEIRO FARIA LIMA, 2179","3º FLOOR, OFFICE 31","SÃO PAULO","","Brazil","01452-000","N","55 21 32350770","55-21-3235-0772","1","","","","","","","","ERA - Active","08/24/2022","","03/25/2025","10/2021","Y","HTTP://WWW.AXXONGROUP.COM.BR","1","","","","","","","0","Y","N","N","","","N","Y","N","Other (specify)","LIMITED QUOTA COMPANY ORGANIZED IN BRAZIL","DECEMBER","","Brazil","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   6","N","N","","N","","Y","6","N","","N","","N","","N","","           354,926,359.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"LARO","161098","","","802-74499","ERA","","","OKAPI VENTURE CAPITAL","OKAPI VENTURE CAPITAL, LLC","1600 NEWPORT CENTER DRIVE","SUITE 1600","NEWPORT BEACH","CA","United States","92660","N","949 500 7420","","0","","","","","","","","ERA - Active","03/02/2012","","04/02/2025","10/2021","Y","HTTP://WWW.OKAPIVC.COM","1","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","VENTURE CAPITALIST","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   2","N","N","","N","","N","","N","","N","","Y","2","N","","            30,160,286.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"PLRO","334993","","","802-132158","ERA","2052529","1","MERLIN VENTURES","MERLIN VENTURES FUND I GP, LLC","8330 BOONE BLVD.","8TH FLOOR","VIENNA","VA","United States","22182","N","703-752-2928","","0","","","","","","","","ERA - Active","02/10/2025","","02/10/2025","10/2021","N","","0","","","","","","","0","N","N","N","","","Y","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","3","0","0","N","N","Y","N","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","            37,200,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","333540","","","802-131534","ERA","2040812","1","ION MACRO MANAGEMENT LLC","ION MACRO MANAGEMENT LLC","1305 MADISON AVE","2ND FLOOR","NEW YORK","NY","United States","10128","N","2125142351","","0","MEDINAT HAYEHUDIM ST.","89","HERZLIYA","","Israel","4676672","N","ERA - Active","10/29/2024","","03/26/2025","10/2021","Y","http://www.ion-am.com","1","ORMONDE HOUSE","12-13 LOWER LEESON STREET","DUBLIN","","Ireland","","1","N","N","N","","254900D8DCR5VRL76655","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","HEDGE FUND MANAGER","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","N","N","N","N","Y","                   2","Y","Y","2","N","","N","","N","","N","","N","","N","","            32,484,429.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","173359","","","802-80622","ERA","","","DOMINION FIDUCIARY SERVICES (MALTA) LIMITED","DOMINION FIDUCIARY SERVICES (MALTA) LIMITED","LEVEL 16, PORTOMASO BUSINESS TOWER","","ST. JULIAN'S","","Malta","STJ 4011","N","356 2248 1900","","0","","","","","","","","ERA - Active","11/14/2014","","09/28/2025","10/2021","Y","HTTP://WWW.DOMINIONDOMORE.COM","1","","","","","","","0","Y","N","N","","635400KCBM93CPIM3B11","N","Y","N","Corporation","","JUNE","","Malta","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","N","","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   2","N","N","","N","","N","","N","","N","","N","","Y","2","           979,237,376.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"LARO","173946","","","802-127719","ERA","","","WONDER VENTURES MANAGEMENT, LLC","WONDER VENTURES MANAGEMENT, LLC","2924 1/2 MAIN STREET","","SANTA MONICA","CA","United States","90401","N","(310) 910-1067","","0","29500 HEATHERCLIFF ROAD","#253","MALIBU","CA","United States","90265","N","ERA - Active","03/23/2023","","03/08/2025","10/2021","Y","HTTP://WWW.WONDERVC.COM/","3","2420 17TH STREET","SUITE 240","DENVER","CO","United States","80202","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                  12","N","N","","N","","N","","N","","N","","Y","12","N","","           379,040,388.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"DRO","314945","","","802-121672","ERA","1856936","1","HIGHSCALE VENTURE PARTNERS, LLC","HIGHSCALE VENTURE PARTNERS, LLC","","","","","","","Y","563-340-0918","","1","","","","","","","","ERA - Active","06/02/2021","","04/15/2025","10/2021","Y","https://www.highscaleventures.com/","1","145 KING STREET","","CHARLESTON","SC","United States","29401","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","           112,356,355.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","314828","","","802-121457","ERA","","","MARKSON MANAGEMENT, LLC","MARKSON MANAGEMENT, LLC","717 FIFTH AVE, 19TH FLOOR","","NEW YORK","NY","United States","10022","N","212-891-4264","","0","","","","","","","","ERA - Active","05/11/2021","","03/26/2025","10/2021","N","","0","900 GREEN STREET","","ISELIN","NJ","United States","08830","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","            33,941,726.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","311864","","","802-131470","ERA","","","POSEIDON INVESTMENT MANAGEMENT LLC","POSEIDON INVESTMENT MANAGEMENT LLC","130 FREDERICK STREET","SUITE 206","SAN FRANCISCO","CA","United States","94117","N","617-571-7114","","0","","","","","","","","ERA - Active","10/15/2024","","03/14/2025","10/2021","Y","http://www.poseidon.partners/","4","500 E. DIEHL RD","UNIT 100","NAPERVILLE","IL","United States","60563","2","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   9","N","Y","1","N","","N","","N","","N","","Y","8","N","","           106,272,805.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"FWRO","325110","","","802-127548","ERA","","","PORTAL VENTURES","PORTAL VENTURES MANAGEMENT LLC","1606 HEADWAY CIR","#9282","AUSTIN","TX","United States","78754","N","410-303-0329","","0","","","","","","","","ERA - Active","02/28/2023","","05/22/2025","10/2021","Y","https://portal.vc/","3","2420 17TH STREET","SUITE 240","DENVER","CO","United States","80202","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   4","Y","N","","N","","N","","N","","N","","N","","Y","4","           129,834,243.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","305364","","","802-117559","ERA","","","DIAMOND REALTY MANAGEMENT INC.","DIAMOND REALTY MANAGEMENT INC.","16-1, HIRAKAWACHO 2-CHOME","","CHIYODA-KU, TOKYO","","Japan","1020093","N","+81-3-5212-4811","+81-3-5212-4818","0","","","","","","","","ERA - Active","09/27/2019","","05/15/2025","10/2021","Y","https://dream-dpr.com/","3","5215 N. O'CONNOR BLVD.","SUITE 1000","IRVING","TX","United States","75039","1","Y","N","N","","","N","Y","N","Corporation","","MARCH","","Japan","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","Y","Y","0","0","0","Y","Y","Y","N","Y","                   4","N","N","","N","","N","","N","","N","","N","","Y","4","           106,956,523.00","                   0","N","                   1","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","338309","","","802-134552","ERA","","","EDITION VENTURES LLC","EDITION VENTURES LLC","100 DRAKES LANDING ROAD","BLDG 100B, STE. 164","GREENBRAE","CA","United States","94904","N","415-694-8188","","0","","","","","","","","ERA - Active","09/12/2025","","09/12/2025","10/2021","N","","0","2420 17TH STREET, SUITE 240","","DENVER","CO","United States","80202","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","            50,000,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"BRO","163569","","","802-122998","ERA","","","PRIVATE CAPITAL STRATEGIES, LLC","PRIVATE CAPITAL STRATEGIES, LLC","23 OLD KINGS HIGHWAY SOUTH","SUITE 200","DARIEN","CT","United States","06820","N","203-656-0700","203-655-2909","0","","","","","","","","ERA - Active","12/07/2021","","03/27/2025","10/2021","N","","0","218 DANBURY ROAD","","WILTON","CT","United States","06897","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","2","0","0","Y","Y","Y","Y","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","             5,647,398.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","Y","1","N","0","Y","1","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","337211","","","802-133778","ERA","","","ZAKARA CAPITAL, LLC","ZAKARA CAPITAL, LLC","300 PARK AVENUE","5TH FLOOR","NEW YORK","NY","United States","10022","N","646-419-8760","","0","","","","","","","","ERA - Active","05/29/2025","","08/19/2025","10/2021","Y","https://zakaracapital.com","1","1 TRANS AM PLAZA DRIVE, SUITE 400","","OAKBROOK TERRACE","IL","United States","60181","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                   3","Y","Y","3","N","","N","","N","","N","","N","","N","","           100,135,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","324610","","","802-127686","ERA","","","MONOLITH VENTURE ADVISORY LIMITED","MONOLITH VENTURE ADVISORY LIMITED","C/O WALKERS CORPORATE LIMITED, 190 ELGIN AVENUE","GEORGE TOWN","GRAND CAYMAN","","Cayman Islands","KY1-9008","N","1 345 814 4577","","3","ROOM 3103, RADIANCE BUILDING","NO.6, 4TH DISTRICT WANGJING DONGYUAN","BEIJING","","China","","N","ERA - Active","03/20/2023","","03/28/2025","10/2021","Y","https://monolith.space/en/","1","","","","","","","0","Y","N","N","","","N","Y","N","Other (specify)","EXEMPTED COMPANY WITH LIMITED LIABILITY","DECEMBER","","Cayman Islands","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","0","Y","N","Y","Y","Y","                   3","N","N","","N","","N","","N","","N","","Y","3","N","","           335,444,003.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","328413","","","802-129162","ERA","","","LIGHT RAY VENTURES, LLC","LIGHT RAY VENTURES, LLC","136 MADISON AVE.","FLOORS 5 & 6, PMB #4042","NEW YORK","NY","United States","10016","N","1-646-586-9777","","0","","","","","","","","ERA - Active","11/03/2023","","03/20/2025","10/2021","Y","HTTPS://WWW.LIGHTRAY.VC","3","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","N","Y","                   2","N","N","","N","","N","","N","","N","","Y","2","N","","            79,626,025.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"MIRO","172431","","","802-80264","ERA","","","NCW ADVISORS, LLC","NCW ADVISORS, LLC","","","","","","","Y","561-331-1081","","0","","","","","","","","ERA - Active","08/21/2014","","03/20/2025","10/2021","N","","0","1 TRANS AM PLAZA DRIVE","SUITE 400","OAKBROOK TERRANCE","IL","United States","60181","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","OH","United States","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","            44,780,348.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
